업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시 (입찰마감일시),공동 수급,투찰,내용링크
용역,E112200107-00,일반,2022년 전력통계정보시스템(EPSIS) 개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/02 09:05 (2022/11/15 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221103319&bidseq=00
용역,E112200106-00,일반,제주본부 현업지원 시스템 유지관리 및 고도화 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/01 13:19 (2022/11/11 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221101630&bidseq=00
물품,G112200011-00,일반,전력IT 무정전전원장치(UPS) 소모성 부품 구입 및 교체,한국전력거래소,기획본부,제한(총액),2022/11/01 00:00 (2022/11/09 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221101760&bidseq=00
물품,G112200010-00,변경,시장시스템 운영 개선을 위한 디스크 구매,한국전력거래소,기획본부,제한(총액),2022/11/01 00:00 (2022/11/14 10:10),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221101761&bidseq=00
용역,E112200105-00,일반,2022년 전력거래소 지속가능경영보고서 발간 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/28 09:31 (2022/11/09 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221037542&bidseq=00
물품,G112200008-00,일반,시장시스템 운영 개선을 위한 디스크 구매,한국전력거래소,기획본부,제한(총액),2022/10/28 00:00 (2022/11/07 10:10),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221037775&bidseq=00
용역,E112200104-00,일반,국내 전력시장의 가격입찰 및 양방향 입찰제 도입방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/10/27 10:14 (2022/11/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221035606&bidseq=00
용역,E112200103-00,일반,발송전통합계획으로 이행을 위한 지역별 전력소비량 및 동시/비동시 최대전력 전망모형 개발 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/27 10:09 (2022/11/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221035605&bidseq=00
물품,A112200033-00,일반,겨울철 에너지절감 5대강령 준수 관련 방한물품 구매,한국전력거래소,기획본부,수의(총액),2022/10/24 00:00 (2022/11/11 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221029838&bidseq=00
용역,E112200101-00,일반,차기 전력거래시스템(MMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/10/21 15:45 (2022/11/30 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221027741&bidseq=00
용역,E112200102-00,일반,차기 전력계통운영시스템(EMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/10/21 15:34 (2022/11/30 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221027742&bidseq=00
용역,E112200100-00,일반,2022년 전력통계정보시스템(EPSIS) 개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/21 14:35 (2022/11/01 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221027510&bidseq=00
용역,E112200099-00,일반,차기 전력계통운영시스템(EMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/10/21 13:50 (2022/11/30 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221027515&bidseq=00
용역,E112200098-00,일반,차기 전력거래시스템(MMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/10/21 13:45 (2022/11/30 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221027511&bidseq=00
용역,E112200097-00,일반,교육관리시스템 개인정보처리 기능개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/20 09:00 (2022/11/01 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221024719&bidseq=00
용역,E112200096-00,일반,재생E 확대 대응 운영예비력 기준 개선 및 신규 예비력자원 개발에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/10/13 16:04 (2022/10/25 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221014703&bidseq=00
용역,E112200095-00,일반,전력계통 해석 시 재생E 영향 반영을 위한 기준 및 모델링 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/10/13 13:31 (2022/10/25 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221013933&bidseq=00
물품,A112200032-00,일반,본사사옥 유지관리용 소모성 자재 구매(4차),한국전력거래소,기획본부,수의(총액),2022/10/13 00:00 (2022/10/21 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221013625&bidseq=00
용역,E112200094-00,일반,전력거래사 자격제도 문제은행 및 교수·학습 가이드 개발 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/11 15:38 (2022/10/24 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221009953&bidseq=00
용역,E112200093-00,일반,내부회계 관리제도 설계보완 및 운영평가 용역,한국전력거래소,재무경영팀,일반(총액),2022/10/11 14:42 (2022/10/21 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221009957&bidseq=00
물품,G112200007-00,일반,계량 취득주기 단축사업 관련 서버용 OS 구매,한국전력거래소,기획본부,제한(총액),2022/10/11 00:00 (2022/10/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221009204&bidseq=00
용역,E112200092-00,일반,통합 설비 관리 시스템 구축 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/07 14:35 (2022/11/17 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221007860&bidseq=00
용역,E112200091-00,일반,교육관리시스템 개인정보처리 기능개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/10/07 14:03 (2022/10/18 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221007859&bidseq=00
용역,E112200090-00,일반,재생에너지 감시예측 시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/10/07 13:38 (2022/11/17 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221007858&bidseq=00
물품,G112200005-00,일반,데이터 품질관리시스템용 상용SW 및 장비랙 구매,한국전력거래소,기획본부,제한(총액),2022/10/06 00:00 (2022/10/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221004996&bidseq=00
물품,A112200031-00,일반,제주본부 신사옥 건립공사 초기빗물배제여과기 구매,한국전력거래소,기획본부,수의(총액),2022/10/04 00:00 (2022/10/14 16:22),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221001322&bidseq=00
용역,E112200089-00,일반,재생E 확대 대응 운영예비력 기준 개선 및 신규 예비력자원 개발에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/09/30 10:55 (2022/10/12 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220940776&bidseq=00
용역,E112200088-00,일반,(긴급)온라인 수요예측시스템 및 전력수요 분석시스템 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2022/09/30 10:54 (2022/10/12 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220940775&bidseq=00
용역,E112200087-00,일반,전력계통 해석 시 재생E 영향 반영을 위한 기준 및 모델링 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/09/30 10:49 (2022/10/12 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220940777&bidseq=00
용역,E112200086-00,일반,온라인 수요예측시스템 및 전력수요 분석시스템 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2022/09/30 09:21 (2022/10/12 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220940616&bidseq=00
물품,G112200004-00,일반,[2차신규] 수요전망용 SAS(통계 S/W) 라이선스 갱신,한국전력거래소,기획본부,제한(총액),2022/09/27 00:00 (2022/10/05 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220935709&bidseq=00
물품,A112200030-00,일반,2022년도 근무복 제작·구매,한국전력거래소,기획본부,수의(총액),2022/09/23 00:00 (2022/10/07 10:04),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220932224&bidseq=00
용역,E112200085-00,일반,전력거래사 자격제도 문제은행 및 교수·학습 가이드 개발 용역,한국전력거래소,재무경영팀,제한(총액),2022/09/15 08:42 (2022/09/27 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220914585&bidseq=00
용역,E112200084-00,일반,제주본부 현업지원 시스템 유지관리 및 고도화 용역,한국전력거래소,재무경영팀,제한(총액),2022/09/14 14:25 (2022/10/25 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220913084&bidseq=00
물품,A112200029-00,일반,추석 명절 지역 사회적경제기업 상품 구매,한국전력거래소,기획본부,수의(총액),2022/09/14 00:00 (2022/09/23 09:22),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220911921&bidseq=00
용역,E112200083-00,일반,2022년도 임직원 단체보험,한국전력거래소,재무경영팀,일반(총액),2022/09/13 15:44 (2022/09/20 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220911055&bidseq=00
물품,G112200003-00,일반,수요전망용 SAS(통계 S/W) 라이선스 갱신,한국전력거래소,기획본부,제한(총액),2022/09/13 00:00 (2022/09/21 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220911181&bidseq=00
용역,E112200082-00,일반,2022년도 전력거래소 본사사옥 재산종합 및 사고배상책임보험,한국전력거래소,재무경영팀,일반(총액),2022/09/07 08:42 (2022/09/15 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220906849&bidseq=00
용역,E112200081-00,일반,(재공고)'22~'24년 전사적 자원관리(ERP) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/09/05 16:40 (2022/09/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220905152&bidseq=00
물품,A112200028-00,일반,본사사옥 IoT 스마트조명 구매(물품식별번호 : 24155858),한국전력거래소,기획본부,수의(총액),2022/09/05 00:00 (2022/09/16 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220904696&bidseq=00
용역,E112200080-00,일반,2022년 전력시장 전문위원회 위원 전문인 배상책임보험,한국전력거래소,재무경영팀,일반(총액),2022/08/31 15:28 (2022/09/08 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220837177&bidseq=00
용역,E112200079-00,일반,2022년도 임직원 단체보험,한국전력거래소,재무경영팀,일반(총액),2022/08/31 15:17 (2022/09/08 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220837176&bidseq=00
용역,E112200078-00,일반,초속응성예비력 도입을 위한 세부운영기준 정립에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/08/11 09:26 (2022/08/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220814081&bidseq=00
용역,E112200077-00,일반,EaaS 형태의 전력산업 생태계 구축을 위한 전력거래제도 개선방향 도출 연구,한국전력거래소,재무경영팀,제한(총액),2022/08/11 09:22 (2022/08/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220814082&bidseq=00
용역,E112200076-00,일반,제주 독립 에너지계획 전환을 위한 로드맵 및 계획수립 체계에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/08/10 16:33 (2022/08/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220813448&bidseq=00
용역,E112200075-00,일반,"전력시장 공정성 강화를 위한 중장기 감독,감시체계 개편에 관한 연구용역(2차)",한국전력거래소,재무경영팀,일반(총액),2022/08/08 10:36 (2022/08/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220809104&bidseq=00
용역,E112200074-00,일반,제주 실시간 가격결정시스템 구축 감리용역,한국전력거래소,재무경영팀,제한(총액),2022/08/01 14:18 (2022/08/11 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220801581&bidseq=00
용역,E112200073-00,일반,(긴급)제주 실시간 가격결정시스템 구축 용역,한국전력거래소,재무경영팀,제한(총액),2022/08/01 14:14 (2022/08/11 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220801579&bidseq=00
용역,E112200072-00,일반,광역시도별 전력수요 전망을 위한 GRDP 및 산업구조 전망 모형 개발 연구,한국전력거래소,재무경영팀,제한(총액),2022/07/26 16:04 (2022/08/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220734006&bidseq=00
용역,E112200071-00,일반,2022~2024 회계연도 회계자문 및 결산지원(PA) 용역,한국전력거래소,재무경영팀,제한(총액),2022/07/26 15:57 (2022/08/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220734007&bidseq=00
용역,E112200070-00,일반,2021년도 대외평가 지적사항 개선 및 혁신전략 수립용역,한국전력거래소,재무경영팀,제한(총액),2022/07/25 15:33 (2022/08/05 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220732171&bidseq=00
용역,E112200069-00,일반,"전력시장 공정성 강화를 위한 중장기 감독, 감시체계 개편에 관한 연구",한국전력거래소,재무경영팀,제한(총액),2022/07/25 15:25 (2022/08/05 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220732170&bidseq=00
용역,E112200068-00,일반,재생E 연계형 ESS의 유연자원화를 위한 통합관리 및 활용방안 기초연구 용역,한국전력거래소,재무경영팀,제한(총액),2022/07/25 15:03 (2022/08/05 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220732168&bidseq=00
용역,E112200067-00,일반,제10차 전력수급기본계획 수립을 위한 전략환경영향평가 대행용역(2차),한국전력거래소,재무경영팀,일반(총액),2022/07/15 10:44 (2022/07/26 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220720897&bidseq=00
용역,E112200066-00,일반,(긴급)전력거래 계량 취득 실시간성 개선을 위한 모뎀 펌웨어 개발(2차),한국전력거래소,재무경영팀,제한(총액),2022/07/15 09:55 (2022/07/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220720732&bidseq=00
물품,A112200027-00,일반,본사사옥 유지관리용 소모성 자재 구매(3차),한국전력거래소,기획본부,수의(총액),2022/07/15 00:00 (2022/07/29 17:11),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220721879&bidseq=00
물품,A112200026-00,일반,본사사옥 소공간 자동소화장치 구매,한국전력거래소,기획본부,수의(총액),2022/07/07 13:08 (2022/07/15 13:08),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220709458&bidseq=00
용역,E112200065-00,일반,제18회 서울국제전력시장 컨퍼런스(SICEM 2022) 위탁용역 (2차),한국전력거래소,재무경영팀,제한(총액),2022/07/06 09:47 (2022/07/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220706838&bidseq=00
용역,E112200064-00,일반,제주 독립 에너지계획 전환을 위한 로드맵 및 계획수립 체계에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/07/05 09:25 (2022/07/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220704723&bidseq=00
물품,A112300014-00,일반,본사사옥 업무동 LED 간접등 구매,한국전력거래소,기획본부,수의(총액),2023/06/29 00:00 (2023/07/07 16:24),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230653250&bidseq=00
용역,E112300065-00,일반,중장기 경영전략 고도화 용역 (긴급),한국전력거래소,재무경영팀,일반(총액),2023/06/28 09:51 (2023/07/11 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230650365&bidseq=00
용역,E112300064-00,일반,컨버터 전력설비 증가를 고려한 전력계통 안정도 평가방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/06/21 13:51 (2023/07/04 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230639137&bidseq=00
물품,A112300013-00,일반,직장어린이집 건립공사 착공 기념품 구매,한국전력거래소,기획본부,수의(총액),2023/06/21 00:00 (2023/06/30 09:48),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230638513&bidseq=00
용역,E112300063-00,일반,제19회 서울국제전력시장컨퍼런스 (SICEM2023) 행사준비 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/06/19 16:59 (2023/07/04 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230634134&bidseq=00
용역,E112300062-00,일반,지능형전력망 계통연계 시험 표준화 연구개발 용역,한국전력거래소,재무경영팀,일반(총액),2023/06/14 10:00 (2023/06/27 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230623196&bidseq=00
용역,E112300061-00,일반,저탄소 전원믹스 전환 여건을 고려한 공급신뢰도 평가 체계 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/06/13 09:24 (2023/06/27 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230620162&bidseq=00
물품,A112300012-00,일반,전력IT 관제센터 에어매트 구매(물품식별번호 : 22740027),한국전력거래소,기획본부,수의(총액),2023/06/12 00:00 (2023/06/30 15:01),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230618287&bidseq=00
물품,A112300011-00,일반,본사사옥 차수판 구매,한국전력거래소,기획본부,수의(총액),2023/06/12 00:00 (2023/06/30 14:55),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230618286&bidseq=00
용역,E112300060-00,일반,컨버터 전력설비 증가를 고려한 전력계통 안정도 평가방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/06/08 15:48 (2023/06/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230612644&bidseq=00
용역,E112300059-00,일반,국내 재생에너지 변동성 백업설비 산정기준 및 최적구성방안 수립에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/06/05 14:27 (2023/06/16 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230606703&bidseq=00
용역,E112300058-00,일반,실시간 전력수요예측 알고리즘 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/06/01 09:41 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230600364&bidseq=00
용역,E112300057-00,일반,지능형전력망 계통연계 시험 표준화 연구개발 용역,한국전력거래소,재무경영팀,일반(총액),2023/06/01 09:34 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230600365&bidseq=00
용역,E112300056-00,일반,2023년 전력거래사 자격검정 시행 위탁운영 용역,한국전력거래소,재무경영팀,제한(총액),2023/06/01 09:29 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230600369&bidseq=00
용역,E112300055-00,일반,저탄소 전원믹스 전환 여건을 고려한 공급신뢰도 평가 체계 개발 용역,한국전력거래소,재무경영팀,제한(총액),2023/06/01 09:21 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230600367&bidseq=00
용역,E112300054-00,일반,전력시장 위원회 구성 및 운영체계 개편에 관한 연구용역(2차),한국전력거래소,재무경영팀,제한(총액),2023/05/31 15:22 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230555429&bidseq=00
용역,E112300053-00,일반,계량데이터 취득대상 확대에 따른 계량데이터 유효성 검증체계 고도화 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/31 14:03 (2023/06/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230555123&bidseq=00
용역,E112300052-00,일반,탄소중립 목표달성을 위한 장기 전기화 수요 전망모형 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/26 10:46 (2023/06/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230549232&bidseq=00
용역,E112300051-00,일반,컨버터 전력설비 증가를 고려한 전력계통 안정도 평가방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/24 13:31 (2023/06/07 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230544192&bidseq=00
용역,E112300050-00,일반,IT 운영 프로세스 표준화 및 국제표준(ISO20000) 사후인증 컨설팅 용역,한국전력거래소,재무경영팀,제한(총액),2023/05/24 13:23 (2023/06/07 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230544189&bidseq=00
용역,E112300049-00,일반,제주계통의 미래관성 및 강건성 확보방안 수립 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/24 11:04 (2023/06/07 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230543907&bidseq=00
용역,E112300048-00,일반,신규 진입 LNG발전기그룹 실적 분석을 통한 기준용량가격 제도개선 및 산정 연구용역,한국전력거래소,재무경영팀,일반(총액),2023/05/24 10:58 (2023/06/07 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230543783&bidseq=00
용역,E112300047-00,일반,교육관리시스템 인프라 개선 재개발 용역 (긴급),한국전력거래소,재무경영팀,제한(총액),2023/05/19 10:29 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230535750&bidseq=00
용역,E112300046-00,일반,전력시장 위원회 구성 및 운영체계 개편에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/18 14:32 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230533706&bidseq=00
용역,E112300045-00,일반,계량데이터 취득대상 확대에 따른 계량데이터 유효성 검증체계 고도화 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/18 14:23 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230533702&bidseq=00
물품,A112300010-00,일반,본사사옥 IoT 스마트 조명 구매(물품식별번호 : 24155858),한국전력거래소,기획본부,수의(총액),2023/05/18 00:00 (2023/05/26 16:17),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20230534201&bidseq=00
용역,E112300044-00,일반,전력시장에서의 수요반응자원 활용도 제고 및 제도개선 방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/16 09:27 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230526811&bidseq=00
용역,E112300043-00,일반,전력거래소 역무별 원가분석 용역(2차),한국전력거래소,재무경영팀,제한(총액),2023/05/16 09:16 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230526815&bidseq=00
용역,E112300042-00,일반,'23년 전력시장 교육사업 운영 위탁용역(2차),한국전력거래소,재무경영팀,제한(총액),2023/05/16 09:11 (2023/05/31 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230526813&bidseq=00
용역,E112300041-00,일반,2023년도 성수기 휴양시설 위탁용역,한국전력거래소,재무경영팀,제한(총액),2023/05/15 15:31 (2023/05/26 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230525276&bidseq=00
용역,E112300040-00,일반,국내 재생에너지 변동성 백업설비 산정기준 및 최적구성방안 수립에 관한 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/15 15:24 (2023/05/26 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230525280&bidseq=00
용역,E112300039-00,일반,탄소중립 목표달성을 위한 장기 전기화 수요 전망모형 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2023/05/15 15:18 (2023/05/26 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230525277&bidseq=00
용역,E112300038-00,일반,2023년도 정보보호 관리체계 인증 컨설팅,한국전력거래소,재무경영팀,제한(총액),2023/05/11 14:06 (2023/05/23 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20230519890&bidseq=00
